50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,x,y,pass_end_x,pass_end_y,carry_end_x,carry_end_y
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e782ce4d-a3f8-4f2a-a135-af42e5bf5382,1,,,,3829500,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3481, 'name': 'Serge Aurier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 32}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 4325, 'name': 'Thiago Motta'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,,,,,,,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,cffa0337-4231-4d68-a7e6-2b468a7ad4b9,2,,,,3829500,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 19813, 'name': 'Rolando Jorge Pires da Fonseca'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 401476, 'name': 'Paolo De Ceglie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 3181, 'name': 'Lassana Diarra'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 25199, 'name': 'Lucas Silva Borges'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 15296, 'name': 'Romain Alessandrini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 13}, {'player': {'id': 23933, 'name': 'Abdelaziz Barrada'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Marseille,147,00:00:00.000,Starting XI,,,,,,,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,82e1c576-1c41-466a-951c-a4df705441fd,3,,,,3829500,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['d032195c-96c5-484c-9ef0-c8ad00e6d9df'],0,,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,,,,,,,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d032195c-96c5-484c-9ef0-c8ad00e6d9df,4,,,,3829500,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Paris Saint-Germain,131,['82e1c576-1c41-466a-951c-a4df705441fd'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,,,,,,,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ba244516-138f-4133-88f6-6ab392448300,1721,,,,3829500,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,95,Paris Saint-Germain,131,['635a2278-5d76-4cd3-83bd-878873822513'],0,,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,,,,,,,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,635a2278-5d76-4cd3-83bd-878873822513,1722,,,,3829500,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,95,Paris Saint-Germain,131,['ba244516-138f-4133-88f6-6ab392448300'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,,,,,,,
,,,,,,,,,,,,,,,,0.488683,,,,,,,,,,,,,d28e5db5-cc40-4300-8e58-a6ecc6a7eb8d,5,,,"[61.0, 40.1]",3829500,0,,,,1.47804,,Right Foot,,,"[61.4, 44.4]",,Ground Pass,,4.3185644,,,,Zlatan Ibrahimović,3672.0,,,,,,Kick Off,1,From Kick Off,Edinson Roberto Cavani Gómez,4319.0,Left Wing,2,Paris Saint-Germain,131,['3f4dc87a-997e-4e96-aea5-101c60e24450'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.572,Pass,,61.0,40.1,61.4,44.4,,
,,,,,,,,,,,,,,,,1.15811,,,,,,,,,,,,,aa5cce49-0adf-411f-868a-b07c91be3f63,8,,,"[61.4, 44.4]",3829500,0,,,,-2.8139713,,Right Foot,,,"[46.1, 39.2]",,Ground Pass,,16.159517,,,,Thiago Motta,4325.0,,,,,,,1,From Kick Off,Zlatan Ibrahimović,3672.0,Center Forward,2,Paris Saint-Germain,131,['630d359c-c1d3-4e98-927d-38391346bdaf'],1,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:01.341,Pass,,61.4,44.4,46.1,39.2,,
,,,,,,,,,,,,,,,,1.185156,,,,,,,,,,,,,e526c4c5-2a5a-436d-b228-3de5cbb16790,11,,,"[45.7, 40.4]",3829500,0,,,,1.4056476,,Left Foot,,,"[49.1, 60.8]",,Ground Pass,,20.681393,,,,Marco Verratti,3166.0,,,,,,,1,From Kick Off,Thiago Motta,4325.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['1bd83393-4ff6-425f-a171-6cb0d979a6f7'],3,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:03.031,Pass,,45.7,40.4,49.1,60.8,,
,,,,,,,,,,,,,,,,1.204583,,,,,,,,,,,,,c8dd9f4f-e5dc-4ccb-bc5a-7b505d196ad1,14,,,"[52.4, 64.9]",3829500,0,,,,1.2036225,,Left Foot,,,"[56.4, 75.3]",,Ground Pass,,11.142711,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,,1,From Kick Off,Marco Verratti,3166.0,Right Center Midfield,2,Paris Saint-Germain,131,['ca6f3beb-a6de-4f51-9a07-fb64e6d9bbe0'],5,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:05.199,Pass,,52.4,64.9,56.4,75.3,,
,,,,,,,,,,,,,,,,1.246596,,,,,,,,,,,,,511afa04-cd35-4c79-a6a5-01e2ad279819,17,,,"[56.0, 76.1]",3829500,0,,,,-3.1232462,,Left Foot,,,"[45.1, 75.9]",,Ground Pass,,10.9018345,,,,Serge Aurier,3481.0,,,,,,,1,From Kick Off,Ángel Fabián Di María Hernández,2995.0,Right Wing,2,Paris Saint-Germain,131,['e3e659ac-48c1-4886-bd37-b59f0e58542f'],7,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:07.570,Pass,,56.0,76.1,45.1,75.9,,
,,,,,,,,,,,,,,,,1.369712,,,,,,,,,,,,,f6416805-43dd-47b5-8902-24a1788861f4,20,,,"[42.0, 74.0]",3829500,0,,,,-2.4303825,,Right Foot,,,"[26.1, 60.3]",,Ground Pass,,20.988092,,,,Thiago Emiliano da Silva,3295.0,,,,,,,1,From Kick Off,Serge Aurier,3481.0,Right Back,2,Paris Saint-Germain,131,['ff5e4b35-e5b5-4a8a-80de-51874feb30eb'],9,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:09.329,Pass,,42.0,74.0,26.1,60.3,,
,,,,,,,,,,,,,,,,2.385564,,,,,,,,,,,,,125fb9f2-418a-4ad6-97bf-335e8b2a4f95,23,,,"[34.0, 61.6]",3829500,0,,,,-1.7859565,,Right Foot,,,"[27.4, 31.4]",,Ground Pass,,30.91278,,,,David Luiz Moreira Marinho,3956.0,,,,,,,1,From Kick Off,Thiago Emiliano da Silva,3295.0,Right Center Back,2,Paris Saint-Germain,131,['daa8685b-b4c2-4aaf-a94d-be08ecf761cd'],13,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:13.358,Pass,,34.0,61.6,27.4,31.4,,
,,,,,,,,,,,,,,,,1.478634,,,,,,,,,,,,,d3604b25-0c67-4451-99b3-a1537e0cdbec,26,,,"[27.4, 31.4]",3829500,0,,,,1.4950486,,Right Foot,,,"[29.1, 53.8]",,Ground Pass,,22.464417,,,,Thiago Emiliano da Silva,3295.0,,,,,,,1,From Kick Off,David Luiz Moreira Marinho,3956.0,Left Center Back,2,Paris Saint-Germain,131,['16b711e6-6dec-454c-9c6f-8b68ccbc2b71'],18,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:18.106,Pass,,27.4,31.4,29.1,53.8,,
,,,,,,,,,,,,,,,,1.028736,,,,,,,,,,,,,55dfaac1-eff1-4cfb-82ce-af6f00c5339f,29,,,"[34.8, 56.3]",3829500,0,,,,1.1117569,,Left Foot,,,"[39.1, 65.0]",,Ground Pass,,9.7046385,,,,Thiago Motta,4325.0,,,,,,,1,From Kick Off,Thiago Emiliano da Silva,3295.0,Right Center Back,2,Paris Saint-Germain,131,['0b771399-2fd1-4c9e-bc59-d0106e91aa36'],21,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:21.787,Pass,,34.8,56.3,39.1,65.0,,
,,,,,,,,,,,,,,,,2.349654,,,,,,,,,,,,,ff967fcc-29a5-454b-8da1-17546e638bf1,32,,,"[38.2, 66.6]",3829500,0,,,,-1.579568,,Left Foot,,,"[37.8, 21.0]",,High Pass,,45.601753,,,,David Luiz Moreira Marinho,3956.0,,,True,,,,1,From Kick Off,Thiago Motta,4325.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['aa740226-11e2-438c-9268-d07e0461983c'],23,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:23.039,Pass,,38.2,66.6,37.8,21.0,,
,,,,,,,,,,,,,,,,1.311466,,,,,,,,,,,,,6d38ced7-b5c0-4d47-ae6a-73d4fde688e4,35,,,"[48.8, 20.2]",3829500,0,,,,2.0988708,,Right Foot,,,"[39.0, 37.0]",,Ground Pass,,19.44942,,,,Thiago Emiliano da Silva,3295.0,,,,,,,1,From Kick Off,David Luiz Moreira Marinho,3956.0,Left Center Back,2,Paris Saint-Germain,131,['02c9bc55-4126-40c0-839f-d7c8b53c075b'],31,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:31.366,Pass,,48.8,20.2,39.0,37.0,,
,,,,,,,,,,,,,,,,1.707559,,,,,,,,,,,,,62ecf46e-ade0-4302-9131-d350bea6567e,38,,,"[39.0, 40.9]",3829500,0,,,,1.1381199,,Right Foot,,,"[49.9, 64.5]",,Ground Pass,,25.995577,,,,Thiago Motta,4325.0,,,,,,,1,From Kick Off,Thiago Emiliano da Silva,3295.0,Right Center Back,2,Paris Saint-Germain,131,['3bbc25f1-a344-4486-9d8c-7548e895ce7d'],34,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:34.021,Pass,,39.0,40.9,49.9,64.5,,
,,,,,,,,,,,,,,,,1.018286,,,,,,,,,,,,,611694fe-bb3c-4bdc-850f-c01ee62ec4a9,41,,,"[57.3, 62.5]",3829500,0,,,,-0.22049376,,Left Foot,,,"[68.9, 59.9]",,Ground Pass,,11.887809,,Incomplete,,Ángel Fabián Di María Hernández,2995.0,,,,,,,1,From Kick Off,Thiago Motta,4325.0,Center Defensive Midfield,2,Paris Saint-Germain,131,"['12048c4f-c45a-4295-b15e-ea099cdd7ee6', '5516d582-a6fc-48af-8799-c5d40edc0f69']",39,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:39.088,Pass,,57.3,62.5,68.9,59.9,,
,,,,,,,,,,,,,,,,0.831735,,,,,,,,,,,,,0f0d36e3-047d-45ce-96c5-828b7d6c1acf,45,,,"[54.7, 24.9]",3829500,0,,,,0.97145635,,Left Foot,,,"[61.6, 35.0]",,Ground Pass,,12.231925,,,,Rémy Cabella,3420.0,,,,,,,1,Regular Play,Abdelaziz Barrada,23933.0,Left Wing,3,Marseille,147,['39edf37e-a330-4776-ad73-099e58802041'],40,,,,,,,,,,,,,,,,,,Marseille,147,00:00:40.783,Pass,,54.7,24.9,61.6,35.0,,
,,,,,,,,,,,,,,,,0.721724,,,,,,,,,,,,,30f9fafd-65e7-4085-bab4-44bf3b31370b,48,,,"[61.6, 35.0]",3829500,0,,,,-1.3298097,,Right Foot,,,"[64.5, 23.2]",,Ground Pass,,12.151132,,,,Michy Batshuayi Tunga,3457.0,,,,,,,1,Regular Play,Rémy Cabella,3420.0,Center Attacking Midfield,3,Marseille,147,['4c049146-777a-4795-a030-d2bb9b2d012e'],41,,,,,,,,,,,,,,,,,,Marseille,147,00:00:41.706,Pass,,61.6,35.0,64.5,23.2,,
,,,,,,,,,,,,,,,,0.965437,,,,,,,,,,,,,2a6ababd-bd24-426d-abf6-a878e3a2742a,54,,,"[63.3, 27.4]",3829500,0,,,,0.27970415,,Right Foot,,,"[72.7, 30.1]",,Ground Pass,,9.780082,,Incomplete,,Rémy Cabella,3420.0,,,,,,,1,Regular Play,Michy Batshuayi Tunga,3457.0,Center Forward,3,Marseille,147,"['02d0323b-249f-4982-a002-cac444f77cd7', 'a1e1bb01-d465-404b-843e-0bb4d88b5a32', 'd89ef448-121b-456b-b8c8-1cc35caef50c']",44,,,,,,,,,,,,,,,,,,Marseille,147,00:00:44.588,Pass,True,63.3,27.4,72.7,30.1,,
,,,,,,,,,,,,,,,,0.748093,,,,,,,,,,,,,d89ef448-121b-456b-b8c8-1cc35caef50c,56,,,"[47.4, 50.0]",3829500,0,,,,0.93521065,,Left Foot,,,"[51.9, 56.1]",,Ground Pass,,7.5802374,,,,Marco Verratti,3166.0,,,,,,Recovery,1,Regular Play,Thiago Motta,4325.0,Center Defensive Midfield,4,Paris Saint-Germain,131,"['2a6ababd-bd24-426d-abf6-a878e3a2742a', '4cdba7c7-4e35-49d8-997e-062bb90c30b8']",45,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:45.554,Pass,,47.4,50.0,51.9,56.1,,
,,,,,,,,,,,,,,,,0.535358,,,,,,,,,,,,,b48c40dc-b712-436d-a04c-24bedec84ab6,59,,,"[53.9, 58.5]",3829500,0,,,,0.6248862,,Right Foot,,,"[60.0, 62.9]",,Ground Pass,,7.521303,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,,1,Regular Play,Marco Verratti,3166.0,Right Center Midfield,4,Paris Saint-Germain,131,['88fb20ae-4d26-499f-9772-d0fe1d9b63fc'],47,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:47.659,Pass,,53.9,58.5,60.0,62.9,,
,,,,,,,,,,,,,,,,0.579219,,,,,,,,,,,,,4ef6f5dd-842c-40a1-9b1d-a5e0e367e9be,63,,,"[82.0, 63.2]",3829500,0,,,,-1.8781939,,Left Foot,,,"[80.0, 56.9]",,Ground Pass,,6.6098413,,,,Zlatan Ibrahimović,3672.0,,,,,,,1,Regular Play,Ángel Fabián Di María Hernández,2995.0,Right Wing,4,Paris Saint-Germain,131,['0cf47add-0090-45c4-89ee-91679fb907e3'],52,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:52.466,Pass,,82.0,63.2,80.0,56.9,,
,,,,,,,,,,,,,,,,0.551711,,,,,,,,,,,,,6b10aced-c7a3-4041-bc56-12fbfcd334e0,66,,,"[80.9, 54.8]",3829500,0,,,,1.3681377,,Right Foot,,,"[82.4, 62.1]",,Ground Pass,,7.4525166,,,,Ángel Fabián Di María Hernández,2995.0,,,,,,,1,Regular Play,Zlatan Ibrahimović,3672.0,Center Forward,4,Paris Saint-Germain,131,['0522246b-50b2-4fbc-b193-d488ddc7b82b'],53,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:53.254,Pass,,80.9,54.8,82.4,62.1,,
,,,,,,,,,,,,,,,,1.118667,,,,,,,,,,,,,a21f7f7b-473b-45ed-8be6-28eedb89b4ff,69,,,"[85.3, 65.0]",3829500,0,,,,0.9926359,,Left Foot,,,"[93.0, 76.8]",,Ground Pass,,14.090068,,,,Serge Aurier,3481.0,,,,,,,1,Regular Play,Ángel Fabián Di María Hernández,2995.0,Right Wing,4,Paris Saint-Germain,131,['8268d625-1540-43a2-b550-d1f0f291c376'],55,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:55.214,Pass,,85.3,65.0,93.0,76.8,,
,,,,,,,,,,,,,,,,0.566682,,,,,,,,,,,,,c6935095-e035-41aa-8ea7-10dfe59fa6c4,72,,,"[93.2, 76.8]",3829500,0,,,,-0.9048271,,Right Foot,,,"[98.7, 69.8]",,Ground Pass,,8.902246,,,,Zlatan Ibrahimović,3672.0,,,,,,,1,Regular Play,Serge Aurier,3481.0,Right Back,4,Paris Saint-Germain,131,['cda4ac2d-6087-4cd9-bd58-a02f7bef77d2'],57,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:57.885,Pass,,93.2,76.8,98.7,69.8,,
,,,,,,,,,,,,,,,,0.102731,,,,,,,,,,,,,059f4466-fd85-49f9-ac8d-4620f4d037db,75,,,"[94.2, 74.0]",3829500,0,,,,-1.5707964,,Left Foot,,,"[94.2, 71.0]",,Ground Pass,,3.0,,Incomplete,,Ángel Fabián Di María Hernández,2995.0,,,,,,,1,Regular Play,Zlatan Ibrahimović,3672.0,Center Forward,4,Paris Saint-Germain,131,"['801754f4-8060-46bc-95d9-b51e6ba2eeee', 'c5e640e6-474d-4bca-92bc-42b207f70d00']",59,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:59.879,Pass,,94.2,74.0,94.2,71.0,,
,,,,,,,,,,,,,,,,1.27784,,,,,,,,,,,,,e52a5a2c-fe83-4e3b-b677-04f89114431d,81,,,"[30.0, 19.3]",3829500,1,,,,3.0100045,,Right Foot,,,"[16.4, 21.1]",,Ground Pass,,13.7186,,,,Rolando Jorge Pires da Fonseca,19813.0,,,,,,,1,Regular Play,Rémy Cabella,3420.0,Center Attacking Midfield,5,Marseille,147,"['79b9a6f9-7613-48ff-8c95-57ae2555eaab', 'adbc3053-a960-4546-a244-7ccdfd903568']",3,,,,,,,,,,,,,,,,,,Marseille,147,00:01:03.730,Pass,True,30.0,19.3,16.4,21.1,,
,,,,,,,,,,,,,,,,1.615128,,,,,,,,,,,,,eb23b3d4-d2fd-482e-adf3-3e86db2a0589,85,,,"[13.7, 22.7]",3829500,1,,,,2.3561945,,Right Foot,,,"[4.5, 31.9]",,Ground Pass,,13.010765,,,,Steve Mandanda,3543.0,,,,,,,1,Regular Play,Rolando Jorge Pires da Fonseca,19813.0,Left Center Back,5,Marseille,147,"['b0dc9900-f37c-45d6-9b18-b92d044ab1f9', 'e522f402-3109-435d-8394-b6d94730b099']",5,,,,,,,,,,,,,,,,,,Marseille,147,00:01:05.733,Pass,True,13.7,22.7,4.5,31.9,,
,,,,,,,,,,,,,,,,3.806288,,,,,,,,,,,,,ce5c757b-5141-4b29-9f29-f31b65891af4,89,,,"[5.0, 33.9]",3829500,1,,,,-0.07749601,,Left Foot,,,"[57.8, 29.8]",,High Pass,,52.958946,,,,Michy Batshuayi Tunga,3457.0,,,,,,,1,Regular Play,Steve Mandanda,3543.0,Goalkeeper,5,Marseille,147,"['8f5548ce-7398-4285-b937-2834eff968be', 'b9b10367-9b71-48de-bd15-951d560acaf1']",7,,,,,,,,,,,,,,,,,,Marseille,147,00:01:07.461,Pass,True,5.0,33.9,57.8,29.8,,
,,,,,,,,,,,,,,,,1.517826,,,,,,,,,,,,,65bd79c0-7fc6-458d-ab5f-be403ed1544d,92,,,"[55.1, 37.5]",3829500,1,,,,1.9121522,,Right Foot,,,"[47.0, 60.3]",,Ground Pass,,24.196074,,,,Javier Manquillo Gaitán,3075.0,,,,,,,1,Regular Play,Michy Batshuayi Tunga,3457.0,Center Forward,5,Marseille,147,['52715dda-a7e0-4631-bed3-5c067942d231'],12,,,,,,,,,,,,,,,,,,Marseille,147,00:01:12.798,Pass,,55.1,37.5,47.0,60.3,,
,,,,,,,,,,,,,,,,0.689261,,,,,,,,,,,,,bb0a7f16-de3e-493d-b888-730bf3bacfe1,95,,,"[63.2, 64.7]",3829500,1,,,,0.88065046,,Right Foot,,,"[70.3, 73.3]",,Ground Pass,,11.15213,,,,Romain Alessandrini,15296.0,,,,,,,1,Regular Play,Javier Manquillo Gaitán,3075.0,Right Back,5,Marseille,147,['4735db05-6ed5-4ed6-9eb5-999818df4f43'],18,,,,,,,,,,,,,,,,,,Marseille,147,00:01:18.058,Pass,,63.2,64.7,70.3,73.3,,
,,,,,,,,,,,,,,,,0.58062,,,,,,,,,,,,,604cf34e-1a3a-47e8-91d4-32892d9c157c,98,,,"[80.8, 75.6]",3829500,1,,,,-1.5066642,,Left Foot,,,"[81.5, 64.7]",,Ground Pass,,10.922454,,,,Rémy Cabella,3420.0,,,,,,,1,Regular Play,Romain Alessandrini,15296.0,Right Wing,5,Marseille,147,['b491d57a-b254-43e0-bd29-07d994061738'],23,,,,,,,,,,,,,,,,,,Marseille,147,00:01:23.285,Pass,,80.8,75.6,81.5,64.7,,
,,,,,,,,,,,,,,,,0.576975,,,,,,,,,,,,,0c1c7d3b-b538-4765-8d62-b813d7734edb,100,,,"[81.5, 64.7]",3829500,1,,,,1.9325255,,Right Foot,,,"[78.7, 72.1]",,Ground Pass,,7.9120164,,,,Romain Alessandrini,15296.0,,,,,,,1,Regular Play,Rémy Cabella,3420.0,Center Attacking Midfield,5,Marseille,147,['76d962bd-c120-4f43-8afc-6b30d538bb4d'],23,,,,,,,,,,,,,,,,,,Marseille,147,00:01:23.866,Pass,,81.5,64.7,78.7,72.1,,
,,,,,,,,,,,,,,,,0.666654,,,,,,,,,,,,,5758dac8-3990-4498-8a39-9481ffb2b14a,104,,,"[78.9, 73.2]",3829500,1,,,,-1.0227724,b70a664a-3a2f-4579-b7dd-e011ad126bfa,Left Foot,,,"[83.6, 65.5]",,Ground Pass,,9.021087,,,,Rémy Cabella,3420.0,True,,,,,,1,Regular Play,Romain Alessandrini,15296.0,Right Wing,5,Marseille,147,"['14bb2e94-e484-4eb0-9b44-c0c371c41f4c', '80ce8032-8dad-4177-be60-9e4d9cdc842a']",25,,,,,,,,,,,,,,,,,,Marseille,147,00:01:25.665,Pass,True,78.9,73.2,83.6,65.5,,
,,,,,,,,,,,,,,,,2.167021,,,,,,,,,,,,,43c3bb3d-24d3-410b-ae2d-bcd950157c41,110,,,"[13.7, 32.2]",3829500,1,True,,,-0.31162065,,Keeper Arm,,,"[34.5, 25.5]",,Ground Pass,,21.852459,,,,Blaise Matuidi,4375.0,,,,,,,1,From Keeper,Kevin Trapp,4440.0,Goalkeeper,7,Paris Saint-Germain,131,['81a22613-8902-45c6-8b5d-d1749f29931d'],40,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:40.599,Pass,,13.7,32.2,34.5,25.5,,
,,,,,,,,,,,,,,,,1.318922,,,,,,,,,,,,,59baf215-a2fa-4c5b-8d15-0af573ec56a4,112,,,"[31.8, 24.4]",3829500,1,,,,-0.836899,,Left Foot,,,"[41.0, 14.2]",,Ground Pass,,13.736084,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Keeper,Blaise Matuidi,4375.0,Left Center Midfield,7,Paris Saint-Germain,131,['1871d938-537a-4c9d-ab6c-2d1dac9257ae'],48,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:48.470,Pass,,31.8,24.4,41.0,14.2,,
,,,,,,,,,,,,,,,,1.087061,,,,,,,,,,,,,976add52-f881-45b6-9528-3dedbf87e2b9,115,,,"[44.0, 13.2]",3829500,1,,,,2.5495167,,Left Foot,,,"[32.7, 20.8]",,Ground Pass,,13.618003,,,,David Luiz Moreira Marinho,3956.0,,,,,,,1,From Keeper,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,7,Paris Saint-Germain,131,['4af1fc82-a862-4e74-b879-78f966272b80'],51,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:51.628,Pass,,44.0,13.2,32.7,20.8,,
,,,,,,,,,,,,,,,,1.157701,,,,,,,,,,,,,6c390eae-3539-477c-bcfa-ef3151ed6669,118,,,"[32.3, 20.5]",3829500,1,,,,1.0974402,,Right Foot,,,"[38.6, 32.8]",,Ground Pass,,13.819551,,,,Thiago Motta,4325.0,,,,,,,1,From Keeper,David Luiz Moreira Marinho,3956.0,Left Center Back,7,Paris Saint-Germain,131,['7e6ef929-1af0-40b9-bad1-bd40b8cc2a0b'],53,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:53.691,Pass,,32.3,20.5,38.6,32.8,,
