x,y,shot_body_part,shot_technique,under_pressure,shot_first_time,goal,shot_statsbomb_xg,team,player,minute,second,distance_to_goal,angle_to_goal,is_central_zone,is_left_side,is_right_side
109.7,37.7,Right Foot,Lob,1,0,1,0.48731616,Paris Saint-Germain,Javier Matías Pastore,16,44,10.553672346628918,0.6828478835720695,1,1,0
112.2,32.9,Right Foot,Half Volley,0,0,0,0.26996684,Paris Saint-Germain,Edinson Roberto Cavani Gómez,18,16,10.547511554864492,0.8774612970150145,1,1,0
114.1,29.7,Left Foot,Half Volley,0,1,1,0.18974373,Paris Saint-Germain,Adrien Rabiot,18,18,11.87013058057914,1.110481098696181,0,1,0
100.5,29.2,Left Foot,Normal,0,0,0,0.052555997,Paris Saint-Germain,Zlatan Ibrahimović,26,11,22.291029585911907,0.37106744002055414,0,1,0
112.1,26.7,Left Foot,Normal,0,1,0,0.0721631,Paris Saint-Germain,Javier Matías Pastore,39,19,15.46932448428179,0.8677034040995953,0,1,0
100.8,40.1,Left Foot,Normal,0,0,1,0.081658065,Paris Saint-Germain,Zlatan Ibrahimović,45,22,19.20026041490063,0.37673020187695294,1,0,1
115.1,46.8,Head,Normal,1,0,0,0.096558236,Paris Saint-Germain,Layvin Kurzawa,48,42,8.381527307120106,1.283078089201606,1,0,1
107.6,50.6,Left Foot,Volley,0,1,0,0.055259325,Paris Saint-Germain,Zlatan Ibrahimović,51,17,16.313184851524248,0.5740234415522852,0,0,1
111.1,43.8,Right Foot,Volley,0,1,1,0.17660438,Paris Saint-Germain,Zlatan Ibrahimović,51,52,9.677293009927936,0.7803097239028624,1,0,1
100.2,39.0,Right Foot,Half Volley,0,1,1,0.07245108,Paris Saint-Germain,Zlatan Ibrahimović,55,0,19.82523644247402,0.36557052223109676,1,1,0
108.1,32.6,Right Foot,Normal,0,0,0,0.107877426,Paris Saint-Germain,Edinson Roberto Cavani Gómez,60,5,14.01320805525987,0.5967616520006681,1,1,0
108.2,40.1,Right Foot,Normal,0,0,0,0.7835,Paris Saint-Germain,Edinson Roberto Cavani Gómez,74,24,11.800423721205943,0.6015205881456605,1,0,1
115.3,40.3,Right Foot,Volley,0,1,1,0.72298133,Paris Saint-Germain,Edinson Roberto Cavani Gómez,74,26,4.70956473572665,1.32326419386673,1,0,1
86.3,32.4,Right Foot,Normal,1,0,0,0.014806782,Paris Saint-Germain,Zlatan Ibrahimović,77,9,34.546345682285995,0.21636266721708267,1,1,0
92.6,21.7,Right Foot,Normal,0,0,0,0.007973566,Paris Saint-Germain,David Luiz Moreira Marinho,78,8,32.949203328760476,0.2655811674719823,0,1,0
106.6,31.1,Left Foot,Normal,1,1,1,0.24555889,Paris Saint-Germain,Zlatan Ibrahimović,87,52,16.086329600005097,0.5332617696887639,1,1,0
105.0,39.1,Right Foot,Normal,0,0,0,0.48932752,Paris Saint-Germain,Javier Matías Pastore,89,8,15.026975743641833,0.47864736198941576,1,1,0
103.4,44.5,Right Foot,Normal,0,1,0,0.31253505,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,89,10,17.199127884866716,0.43401987539430337,1,0,1
50.1,71.7,Right Foot,Normal,0,0,0,0.0034456847,Paris Saint-Germain,Zlatan Ibrahimović,7,24,76.7521986655757,0.10462548528226771,0,0,1
105.0,31.9,Left Foot,Half Volley,0,1,0,0.08805859,Paris Saint-Germain,Zlatan Ibrahimović,13,54,17.047287174210446,0.47864736198941576,1,1,0
103.6,42.7,Right Foot,Overhead Kick,1,0,0,0.03350752,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,34,31,16.62077013859467,0.4391452757123717,1,0,1
110.9,36.5,Head,Normal,1,0,0,0.054164995,Paris Saint-Germain,Thiago Emiliano da Silva,35,11,9.749871794028879,0.7647991942294219,1,1,0
92.4,40.2,Right Foot,Normal,0,1,0,0.02610068,Paris Saint-Germain,Zlatan Ibrahimović,43,54,27.600724628168724,0.263678969134795,1,0,1
105.1,44.9,Left Foot,Normal,1,1,1,0.09055618,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,50,37,15.685024705112841,0.48173732827658394,1,0,1
96.5,47.8,Right Foot,Lob,1,0,0,0.07499769,Paris Saint-Germain,Zlatan Ibrahimović,64,24,24.760654272454108,0.30900685534165184,1,0,1
102.6,62.6,Left Foot,Normal,1,1,0,0.008365994,Paris Saint-Germain,Ángel Fabián Di María Hernández,2,37,28.522271999264017,0.41464486858471455,0,0,1
113.8,36.5,Head,Normal,0,0,0,0.1253812,Paris Saint-Germain,David Luiz Moreira Marinho,3,0,7.1196910045310275,1.066546723587709,1,1,0
112.1,49.2,Head,Normal,1,0,0,0.026763065,Paris Saint-Germain,Thiago Motta,6,8,12.126417442921886,0.8677034040995953,1,0,1
108.5,54.4,Right Foot,Normal,0,1,1,0.12146763,Paris Saint-Germain,Gregory van der Wiel,11,13,18.42851052038661,0.6162491267591,0,0,1
113.2,34.7,Head,Normal,0,0,0,0.07072108,Paris Saint-Germain,Edinson Roberto Cavani Gómez,24,39,8.621484790916233,0.987531922196383,1,1,0
107.6,33.8,Left Foot,Normal,0,1,0,0.1657624,Paris Saint-Germain,Zlatan Ibrahimović,42,47,13.863621460498702,0.5740234415522852,1,1,0
111.2,31.1,Left Foot,Half Volley,0,0,1,0.2018329,Paris Saint-Germain,Zlatan Ibrahimović,42,48,12.515989773086263,0.7882908755757536,1,1,0
104.1,32.1,Right Foot,Normal,0,1,1,0.3219359,Paris Saint-Germain,Edinson Roberto Cavani Gómez,45,27,17.75443606538941,0.45249516038704257,1,1,0
96.7,46.6,Right Foot,Normal,0,0,0,0.051047098,Paris Saint-Germain,Zlatan Ibrahimović,45,57,24.21672975444868,0.31161673260782863,1,0,1
90.8,43.9,Left Foot,Normal,0,1,0,0.024508093,Paris Saint-Germain,Thiago Motta,53,41,29.459293949448284,0.24938435474275328,1,0,1
102.4,28.4,Left Foot,Normal,0,0,0,0.032230068,Paris Saint-Germain,Blaise Matuidi,58,51,21.07889940200863,0.41006466087116167,0,1,0
112.1,30.7,Left Foot,Volley,0,1,1,0.07429926,Paris Saint-Germain,Zlatan Ibrahimović,67,22,12.202458768625284,0.8677034040995953,1,1,0
95.6,53.7,Right Foot,Normal,0,0,0,0.029271413,Paris Saint-Germain,Gregory van der Wiel,73,31,27.983030572116387,0.29777989521899445,0,0,1
97.0,48.1,Right Foot,Half Volley,1,1,0,0.03289975,Paris Saint-Germain,Gregory van der Wiel,74,5,24.38462630429263,0.3156145747080703,1,0,1
99.2,43.3,Right Foot,Half Volley,0,1,0,0.086678125,Paris Saint-Germain,Edinson Roberto Cavani Gómez,81,57,21.06015194627047,0.348356960497282,1,0,1
115.0,40.6,Head,Normal,1,0,0,0.16076134,Paris Saint-Germain,Thiago Motta,5,31,5.035871324805669,1.2637624630824713,1,0,1
104.9,54.7,Right Foot,Normal,0,0,0,0.072255485,Paris Saint-Germain,Zlatan Ibrahimović,11,41,21.073680267100947,0.4755960370294988,0,0,1
109.7,49.0,Head,Normal,1,0,0,0.025306119,Paris Saint-Germain,Thiago Emiliano da Silva,20,22,13.678084661238207,0.6828478835720695,1,0,1
108.2,34.2,Right Foot,Half Volley,1,1,0,0.057717584,Paris Saint-Germain,Edinson Roberto Cavani Gómez,20,24,13.148383931114877,0.6015205881456605,1,1,0
110.7,26.5,Left Foot,Normal,0,0,1,0.3384294,Paris Saint-Germain,Layvin Kurzawa,22,46,16.393291310777098,0.7498645976673648,0,1,0
82.9,31.0,Right Foot,Normal,0,0,0,0.0073762853,Paris Saint-Germain,Zlatan Ibrahimović,26,11,38.176039606014655,0.1966682199283231,1,1,0
95.5,45.9,Left Foot,Normal,1,0,0,0.06349963,Paris Saint-Germain,Ángel Fabián Di María Hernández,35,58,25.20039682227246,0.29658224276124884,1,0,1
117.6,32.5,Head,Normal,0,0,0,0.06944868,Paris Saint-Germain,Layvin Kurzawa,38,34,7.874642849044014,1.9807962788020428,1,1,0
107.9,42.0,Right Foot,Normal,0,1,0,0.5087925,Paris Saint-Germain,Edinson Roberto Cavani Gómez,40,15,12.264175471673578,0.5874597244810582,1,0,1
103.5,27.8,Left Foot,Half Volley,0,1,0,0.045789126,Paris Saint-Germain,Ángel Fabián Di María Hernández,42,57,20.520477577288496,0.43656777241744393,0,1,0
113.4,37.8,Head,Normal,0,0,0,0.25219858,Paris Saint-Germain,Zlatan Ibrahimović,44,6,6.95701085237043,1.0126526075472455,1,1,0
101.5,39.4,Left Foot,Normal,0,0,0,0.26747873,Paris Saint-Germain,Ángel Fabián Di María Hernández,45,56,18.509727172489605,0.39063139192083063,1,1,0
112.6,32.9,Left Foot,Normal,1,1,1,0.23159935,Paris Saint-Germain,Edinson Roberto Cavani Gómez,47,12,10.25524256173398,0.9186278833123988,1,1,0
114.0,34.9,Left Foot,Normal,0,1,0,0.49496743,Paris Saint-Germain,Edinson Roberto Cavani Gómez,48,33,7.8746428490440135,1.0954800274318048,1,1,0
117.5,52.6,Right Foot,Normal,1,1,0,0.014832841,Paris Saint-Germain,Zlatan Ibrahimović,57,18,12.845621822239671,1.9430602390091187,0,0,1
113.6,41.6,Right Foot,Normal,0,1,1,0.91700184,Paris Saint-Germain,Zlatan Ibrahimović,66,23,6.596969000988262,1.0389651759777436,1,0,1
99.6,44.2,Right Foot,Normal,1,0,0,0.085670575,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,71,36,20.827865949251745,0.35504621050790935,1,0,1
115.4,37.1,Left Foot,Half Volley,0,1,0,0.32108843,Paris Saint-Germain,Blaise Matuidi,72,5,5.437830449729003,1.3441684006679369,1,1,0
101.3,35.6,Right Foot,Normal,1,1,0,0.11226689,Paris Saint-Germain,Edinson Roberto Cavani Gómez,79,39,19.210674116230283,0.38655732513097435,1,1,0
111.2,28.3,Head,Normal,1,0,0,0.03902051,Paris Saint-Germain,Layvin Kurzawa,81,25,14.640013661195809,0.7882908755757536,0,1,0
111.1,30.4,Head,Normal,0,0,1,0.04038026,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,86,3,13.090836489697674,0.7803097239028624,1,1,0
82.2,45.5,Right Foot,Half Volley,0,0,0,0.005660963,Paris Saint-Germain,Zlatan Ibrahimović,1,5,38.19803659875727,0.19304900625713775,1,0,1
113.5,31.6,Left Foot,Volley,0,1,0,0.13023184,Paris Saint-Germain,Zlatan Ibrahimović,9,10,10.621205204683694,1.0256552167535118,1,1,0
81.0,34.6,Right Foot,Normal,0,0,0,0.007427754,Paris Saint-Germain,Zlatan Ibrahimović,29,42,39.37207131965501,0.18714419282701483,1,1,0
103.5,29.6,Left Foot,Normal,1,1,0,0.07347534,Paris Saint-Germain,Zlatan Ibrahimović,34,52,19.504102132628407,0.43656777241744393,0,1,0
115.2,34.4,Head,Normal,1,0,0,0.13934448,Paris Saint-Germain,Thiago Motta,49,13,7.375635565834309,1.3029064549015714,1,1,0
93.2,46.3,Right Foot,Normal,1,0,0,0.04454752,Paris Saint-Germain,Zlatan Ibrahimović,51,0,27.530528509274934,0.27145504167243373,1,0,1
112.4,36.8,Head,Normal,0,0,0,0.08838982,Paris Saint-Germain,Zlatan Ibrahimović,54,35,8.246211251235318,0.8976049283882304,1,1,0
103.0,33.4,Right Foot,Normal,0,1,0,0.09025807,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,63,45,18.236227680087786,0.4241145315404141,1,1,0
110.9,42.6,Head,Normal,1,0,0,0.060043387,Paris Saint-Germain,David Luiz Moreira Marinho,72,42,9.464142856064669,0.7647991942294219,1,0,1
115.7,34.5,Head,Normal,0,0,1,0.211379,Paris Saint-Germain,Zlatan Ibrahimović,72,43,6.981403870282823,1.4103374738471028,1,1,0
104.7,28.4,Right Foot,Normal,0,0,0,0.04661663,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,83,54,19.200260414900626,0.46960650228639017,0,1,0
86.7,20.2,Right Foot,Normal,0,0,0,0.0070760464,Paris Saint-Germain,Zlatan Ibrahimović,91,43,38.74183785005559,0.21894102574041532,0,1,0
118.0,35.3,Head,Normal,0,0,0,0.2306968,Paris Saint-Germain,Thiago Emiliano da Silva,28,54,5.107837115648857,2.141368403027514,1,1,0
118.9,42.3,Left Foot,Half Volley,0,0,1,0.9368823,Paris Saint-Germain,Thiago Motta,28,55,2.5495097567963874,2.5576765584523593,1,0,1
80.4,34.8,Right Foot,Normal,0,0,0,0.0076736775,Paris Saint-Germain,Zlatan Ibrahimović,31,5,39.93995493237317,0.1843248260944806,1,1,0
107.3,31.3,Right Foot,Half Volley,0,1,0,0.0498096,Paris Saint-Germain,Maxwell Scherrer Cabelino Andrade,31,17,15.394154734833611,0.5611721639182045,1,1,0
109.9,36.8,Head,Normal,0,0,0,0.09158447,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,33,5,10.594810050208542,0.6953151908460652,1,1,0
114.4,25.9,Left Foot,Volley,0,1,1,0.020228563,Paris Saint-Germain,Maxwell Scherrer Cabelino Andrade,38,9,15.171354586852155,1.15776359022708,0,1,0
106.1,38.4,Right Foot,Normal,0,0,0,0.17445329,Paris Saint-Germain,Zlatan Ibrahimović,57,4,13.99178330306756,0.5149307160592628,1,1,0
102.6,54.2,Right Foot,Normal,0,0,0,0.015012047,Paris Saint-Germain,Serge Aurier,61,26,22.458851261807677,0.41464486858471455,0,0,1
104.1,45.9,Right Foot,Half Volley,0,0,0,0.061152425,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,72,26,16.95936319559199,0.45249516038704257,1,0,1
98.4,42.4,Right Foot,Normal,0,0,0,0.052003752,Paris Saint-Germain,Javier Matías Pastore,74,30,21.732924331529794,0.33570031332003514,1,0,1
104.4,51.1,Right Foot,Normal,0,1,0,0.047373164,Paris Saint-Germain,Javier Matías Pastore,75,42,19.146017862730616,0.460894885169555,0,0,1
109.5,40.6,Head,Normal,0,0,0,0.06923544,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,81,24,10.517128885774863,0.6708031670148005,1,0,1
91.0,34.4,Left Foot,Normal,0,0,0,0.023670115,Paris Saint-Germain,Ángel Fabián Di María Hernández,88,44,29.535741060620097,0.2510862928212736,1,1,0
101.0,49.4,Right Foot,Half Volley,0,1,0,0.14360552,Paris Saint-Germain,Zlatan Ibrahimović,12,14,21.198113123577766,0.3806012098206357,1,0,1
107.9,38.9,Head,Normal,0,0,0,0.07209094,Paris Saint-Germain,Serge Aurier,19,24,12.149897118905981,0.5874597244810582,1,1,0
112.9,49.2,Right Foot,Half Volley,0,0,0,0.21300957,Paris Saint-Germain,Zlatan Ibrahimović,19,26,11.621101496846157,0.9519300303044739,1,0,1
116.9,42.1,Left Foot,Normal,0,1,1,0.85981816,Paris Saint-Germain,Edinson Roberto Cavani Gómez,34,31,3.744329045369807,1.7360993587205964,1,0,1
108.1,40.1,Right Foot,Normal,0,0,1,0.7835,Paris Saint-Germain,Zlatan Ibrahimović,43,53,11.900420160649796,0.5967616520006681,1,0,1
113.8,34.2,Left Foot,Half Volley,0,1,0,0.09312939,Paris Saint-Germain,Zlatan Ibrahimović,45,22,8.48999411071645,1.066546723587709,1,1,0
113.8,37.1,Head,Normal,0,0,0,0.26344922,Paris Saint-Germain,Benjamin Stambouli,45,25,6.8447059834590425,1.066546723587709,1,1,0
112.3,46.1,Head,Normal,0,0,0,0.115978464,Paris Saint-Germain,Zlatan Ibrahimović,50,13,9.823441352194253,0.8874264180196499,1,0,1
105.0,34.1,Left Foot,Volley,0,1,0,0.084007256,Paris Saint-Germain,Ángel Fabián Di María Hernández,52,56,16.118622769951532,0.47864736198941576,1,1,0
113.0,39.0,Head,Normal,0,0,0,0.15706013,Paris Saint-Germain,Thiago Motta,53,29,7.0710678118654755,0.9635313430737257,1,1,0
103.2,43.5,Left Foot,Normal,0,0,0,0.06654184,Paris Saint-Germain,Ángel Fabián Di María Hernández,60,30,17.160710940983765,0.4290109148821801,1,0,1
113.8,53.7,Right Foot,Normal,0,1,1,0.085491404,Paris Saint-Germain,Zlatan Ibrahimović,60,46,15.037619492459573,1.066546723587709,0,0,1
107.4,35.8,Left Foot,Half Volley,0,0,0,0.1621519,Paris Saint-Germain,Adrien Rabiot,74,39,13.281566172707189,0.565393231187457,1,1,0
109.4,26.5,Left Foot,Half Volley,0,1,0,0.05169499,Paris Saint-Germain,Ángel Fabián Di María Hernández,78,17,17.164206943520576,0.6649328885292051,0,1,0
92.4,38.0,Left Foot,Half Volley,0,0,0,0.022960303,Paris Saint-Germain,Layvin Kurzawa,91,52,27.67236889028476,0.263678969134795,1,1,0
102.1,53.4,Right Foot,Volley,0,1,0,0.034545027,Paris Saint-Germain,Edinson Roberto Cavani Gómez,92,6,22.36000894454204,0.4033784434852055,0,0,1
105.8,38.7,Left Foot,Volley,1,1,0,0.071454756,Paris Saint-Germain,Ángel Fabián Di María Hernández,4,34,14.259382875847049,0.5045121470411229,1,1,0
114.4,49.1,Head,Normal,1,0,0,0.06496587,Paris Saint-Germain,Edinson Roberto Cavani Gómez,5,4,10.685036265731622,1.15776359022708,1,0,1
108.0,54.1,Right Foot,Normal,1,0,0,0.08528275,Paris Saint-Germain,Serge Aurier,12,55,18.51512894905137,0.592075228949806,0,0,1
106.3,47.6,Left Foot,Normal,1,0,0,0.08116378,Paris Saint-Germain,Ángel Fabián Di María Hernández,32,26,15.66684397062791,0.522113296196796,1,0,1
105.6,28.1,Right Foot,Half Volley,1,1,0,0.043724902,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,32,28,18.68073874342233,0.4977927416022123,0,1,0
106.0,45.3,Right Foot,Volley,0,1,0,0.099566214,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,50,0,14.969635934116766,0.5114114144755499,1,0,1
102.5,47.1,Left Foot,Volley,0,1,0,0.058951605,Paris Saint-Germain,Ezequiel Iván Lavezzi,73,47,18.885444130334875,0.4123422268477159,1,0,1
107.9,26.0,Left Foot,Normal,1,0,0,0.07204306,Paris Saint-Germain,Maxwell Scherrer Cabelino Andrade,76,50,18.504323819042938,0.5874597244810582,0,1,0
103.4,28.7,Right Foot,Normal,0,1,0,0.072740085,Paris Saint-Germain,Edinson Roberto Cavani Gómez,80,8,20.0810856280232,0.43401987539430337,0,1,0
95.3,45.2,Right Foot,Normal,0,0,0,0.07055698,Paris Saint-Germain,Zlatan Ibrahimović,83,57,25.24143419063188,0.2942154013892247,1,0,1
98.0,39.2,Right Foot,Normal,0,1,0,0.06500695,Paris Saint-Germain,Adrien Rabiot,83,59,22.01454064930722,0.3297076452783056,1,1,0
116.7,29.5,Right Foot,Backheel,0,1,0,0.026879793,Paris Saint-Germain,Edinson Roberto Cavani Gómez,84,16,11.006361796706484,1.6741524957597576,0,1,0
108.4,35.8,Head,Normal,0,0,0,0.09092448,Paris Saint-Germain,Edinson Roberto Cavani Gómez,2,44,12.336936410632903,0.6112626116100494,1,1,0
115.4,35.6,Head,Normal,1,0,0,0.2358587,Paris Saint-Germain,Edinson Roberto Cavani Gómez,3,6,6.365532185135814,1.3441684006679369,1,1,0
113.3,40.5,Head,Normal,1,0,0,0.11078654,Paris Saint-Germain,Thiago Emiliano da Silva,18,10,6.718630812896333,0.9999478860140727,1,0,1
115.7,38.1,Left Foot,Volley,1,1,0,0.6126438,Paris Saint-Germain,Thiago Emiliano da Silva,18,19,4.7010637094172605,1.4103374738471028,1,1,0
107.3,48.9,Left Foot,Volley,0,1,1,0.17343673,Paris Saint-Germain,Edinson Roberto Cavani Gómez,19,24,15.508062419270825,0.5611721639182045,1,0,1
92.8,26.2,Left Foot,Normal,0,0,0,0.022345392,Paris Saint-Germain,Adrien Rabiot,33,34,30.500491799313664,0.26751084538137315,0,1,0
109.9,53.8,Right Foot,Normal,0,0,0,0.062408328,Paris Saint-Germain,Zlatan Ibrahimović,42,7,17.101169550647693,0.6953151908460652,0,0,1
108.5,27.5,Left Foot,Normal,1,0,0,0.13415334,Paris Saint-Germain,Edinson Roberto Cavani Gómez,44,55,16.98528775146303,0.6162491267591,0,1,0
110.5,42.6,Head,Normal,0,0,0,0.057607066,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,45,31,9.849365461794989,0.7354760173051574,1,0,1
101.4,35.3,Right Foot,Normal,1,0,0,0.11294714,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,52,35,19.18462926407492,0.3885838149877073,1,1,0
111.6,37.4,Right Foot,Volley,1,1,0,0.11643985,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,53,26,8.79317917479225,0.8218212603970584,1,1,0
105.5,46.4,Left Foot,Normal,1,0,0,0.22487636,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,55,22,15.849605673328279,0.49449834991324176,1,0,1
108.0,40.0,Right Foot,Normal,0,0,1,0.7835,Paris Saint-Germain,Zlatan Ibrahimović,57,20,12.0,0.592075228949806,1,0,0
103.8,18.8,Right Foot,Normal,1,0,0,0.009879631,Paris Saint-Germain,Edinson Roberto Cavani Gómez,60,21,26.681079438433525,0.444391154043015,0,1,0
96.1,27.2,Left Foot,Half Volley,0,0,1,0.017560283,Paris Saint-Germain,Layvin Kurzawa,66,45,27.111805546661778,0.3039150962288951,0,1,0
109.0,30.0,Left Foot,Normal,1,1,0,0.085943066,Paris Saint-Germain,Zlatan Ibrahimović,72,3,14.866068747318506,0.6424100014274465,1,1,0
101.9,47.3,Left Foot,Normal,1,0,0,0.057919633,Paris Saint-Germain,Ángel Fabián Di María Hernández,76,11,19.516659550240654,0.3990392016715098,1,0,1
110.8,32.9,Left Foot,Normal,1,0,0,0.42195505,Paris Saint-Germain,Layvin Kurzawa,77,49,11.62110149684616,0.7572618208881154,1,1,0
112.2,32.6,Head,Normal,0,0,0,0.05081537,Paris Saint-Germain,Edinson Roberto Cavani Gómez,78,22,10.751744044572487,0.8774612970150145,1,1,0
91.0,29.4,Right Foot,Normal,0,0,0,0.03834972,Paris Saint-Germain,Zlatan Ibrahimović,81,34,30.876528302255746,0.2510862928212736,0,1,0
93.8,45.6,Right Foot,Normal,0,0,1,0.033070795,Paris Saint-Germain,Jean-Kévin Augustin,83,18,26.791789787171744,0.27759291022033666,1,0,1
103.7,37.6,Right Foot,Normal,1,1,0,0.15074049,Paris Saint-Germain,Zlatan Ibrahimović,11,19,16.475739740600417,0.4417528956138643,1,1,0
93.2,32.6,Right Foot,Normal,0,0,0,0.05884273,Paris Saint-Germain,Zlatan Ibrahimović,21,44,27.802877548915685,0.27145504167243373,1,1,0
115.9,37.9,Right Foot,Volley,0,1,1,0.48136625,Paris Saint-Germain,Hervin Scicchitano Ongenda,25,11,4.606517122512404,1.457515560516147,1,1,0
113.5,37.8,Left Foot,Normal,1,1,1,0.47202614,Paris Saint-Germain,Blaise Matuidi,31,45,6.8622153857191055,1.0256552167535118,1,1,0
107.3,28.9,Left Foot,Normal,0,0,0,0.05419725,Paris Saint-Germain,Zlatan Ibrahimović,35,51,16.867127793433003,0.5611721639182045,0,1,0
87.4,42.8,Left Foot,Half Volley,0,1,0,0.013872718,Paris Saint-Germain,Adrien Rabiot,69,20,32.72002444986861,0.22360354119337184,1,0,1
101.3,61.3,Right Foot,Normal,0,0,0,0.009325295,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,69,46,28.34395879195424,0.38655732513097435,0,0,1
103.0,31.7,Right Foot,Normal,0,0,0,0.16140136,Paris Saint-Germain,Zlatan Ibrahimović,85,37,18.917980864775185,0.4241145315404141,1,1,0
92.6,30.8,Right Foot,Normal,0,0,0,0.048344146,Paris Saint-Germain,David Luiz Moreira Marinho,5,55,28.903287010303867,0.2655811674719823,1,1,0
95.8,38.9,Left Foot,Normal,0,0,0,0.050221086,Paris Saint-Germain,Adrien Rabiot,13,53,24.224987100099767,0.3002042344089777,1,1,0
88.6,39.1,Left Foot,Half Volley,0,0,0,0.017964317,Paris Saint-Germain,Edinson Roberto Cavani Gómez,21,22,31.412895441203766,0.23207378800316103,1,1,0
103.7,41.8,Left Foot,Half Volley,0,1,0,0.0664733,Paris Saint-Germain,Ezequiel Iván Lavezzi,37,48,16.399085340347487,0.4417528956138643,1,0,1
96.2,50.8,Left Foot,Normal,1,0,0,0.035350844,Paris Saint-Germain,Edinson Roberto Cavani Gómez,50,56,26.1357992033915,0.3051723622718803,0,0,1
110.8,45.0,Head,Normal,1,0,0,0.06712011,Paris Saint-Germain,Edinson Roberto Cavani Gómez,56,35,10.470912090166742,0.7572618208881154,1,0,1
111.9,28.9,Left Foot,Normal,1,1,1,0.101204574,Paris Saint-Germain,Blaise Matuidi,60,0,13.741178988718541,0.8487857199499718,0,1,0
108.4,59.6,Right Foot,Normal,1,0,0,0.008910541,Paris Saint-Germain,Serge Aurier,61,52,22.775425352778814,0.6112626116100494,0,0,1
108.6,48.4,Right Foot,Normal,0,0,0,0.37049308,Paris Saint-Germain,Jean-Kévin Augustin,79,43,14.160508465447139,0.6213150141255195,1,0,1
103.1,33.1,Right Foot,Normal,0,0,0,0.37814203,Paris Saint-Germain,Jean-Kévin Augustin,8,47,18.254314558481788,0.4265488858791839,1,1,0
89.7,47.0,Left Foot,Half Volley,0,1,0,0.06733867,Paris Saint-Germain,Ángel Fabián Di María Hernández,36,39,31.098070679706158,0.24041937576685124,1,0,1
91.6,31.8,Right Foot,Normal,1,0,0,0.025998622,Paris Saint-Germain,Javier Matías Pastore,38,48,29.560108254199616,0.2563336201935903,1,1,0
117.7,33.9,Head,Normal,0,0,0,0.096845984,Paris Saint-Germain,Layvin Kurzawa,40,9,6.519202405202649,2.0194896678481937,1,1,0
93.9,41.6,Left Foot,Normal,0,1,0,0.046372976,Paris Saint-Germain,Ángel Fabián Di María Hernández,49,2,26.148996156640504,0.2786428005738537,1,0,1
106.5,45.4,Left Foot,Normal,0,0,0,0.24014987,Paris Saint-Germain,Edinson Roberto Cavani Gómez,55,50,14.539944979263161,0.5294943187831084,1,0,1
95.5,43.4,Right Foot,Normal,0,0,0,0.060119405,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,64,27,24.734793308212623,0.29658224276124884,1,0,1
90.2,44.5,Left Foot,Normal,0,0,0,0.024191912,Paris Saint-Germain,Benjamin Stambouli,66,38,30.137849956491586,0.24441354027844167,1,0,1
111.5,30.9,Left Foot,Normal,0,0,0,0.35431263,Paris Saint-Germain,Edinson Roberto Cavani Gómez,86,5,12.452309022827857,0.8131887906191134,1,1,0
112.3,32.4,Right Foot,Overhead Kick,0,1,0,0.09504734,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,86,7,10.818964830333819,0.8874264180196499,1,1,0
112.6,35.3,Head,Normal,0,0,0,0.102163844,Paris Saint-Germain,Marcos Aoás Corrêa,89,38,8.766413177577252,0.9186278833123988,1,1,0
95.5,35.7,Right Foot,Normal,0,1,0,0.052548457,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,94,16,24.87448491929029,0.29658224276124884,1,1,0
115.2,43.4,Right Foot,Half Volley,0,1,1,0.40923873,Paris Saint-Germain,Zlatan Ibrahimović,1,56,5.882176467941094,1.3029064549015714,1,0,1
94.5,44.3,Right Foot,Normal,0,0,0,0.038275834,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,8,18,25.860007733950894,0.28511163207439433,1,0,1
111.9,28.7,Left Foot,Normal,0,0,0,0.21959808,Paris Saint-Germain,Ángel Fabián Di María Hernández,10,1,13.903237033151665,0.8487857199499718,0,1,0
109.8,40.3,Head,Normal,1,0,0,0.065355055,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,14,59,10.204410811016972,0.6890273944658628,1,0,1
111.2,27.9,Left Foot,Normal,0,0,0,0.13192418,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,31,37,14.961617559608987,0.7882908755757536,0,1,0
96.8,32.6,Right Foot,Volley,0,0,0,0.03492247,Paris Saint-Germain,Ángel Fabián Di María Hernández,40,56,24.351591323771842,0.3129381379578009,1,1,0
