x,y,shot_body_part,shot_technique,under_pressure,shot_first_time,goal,shot_statsbomb_xg,team,player,minute,second
87.0,47.1,Left Foot,Normal,1,0,0,0.022628156,Paris Saint-Germain,Ángel Fabián Di María Hernández,10,25
98.8,38.8,Right Foot,Normal,0,0,1,0.053596463,Paris Saint-Germain,Javier Matías Pastore,17,9
102.2,27.2,Left Foot,Normal,0,1,0,0.055520926,Paris Saint-Germain,Zlatan Ibrahimović,18,49
111.6,40.2,Head,Normal,0,0,0,0.1199959,Paris Saint-Germain,Thiago Motta,20,27
93.0,42.1,Right Foot,Normal,0,0,0,0.03992702,Paris Saint-Germain,Zlatan Ibrahimović,25,47
87.5,33.4,Right Foot,Normal,0,0,0,0.025260389,Paris Saint-Germain,Zlatan Ibrahimović,48,49
116.6,27.6,Right Foot,Normal,1,0,0,0.033596348,Paris Saint-Germain,Zlatan Ibrahimović,50,21
114.9,36.3,Head,Normal,1,0,0,0.1326891,Paris Saint-Germain,Marcos Aoás Corrêa,52,53
110.3,34.6,Head,Normal,0,0,0,0.06163326,Paris Saint-Germain,Edinson Roberto Cavani Gómez,62,22
113.1,53.6,Right Foot,Normal,0,0,0,0.09552083,Paris Saint-Germain,Javier Matías Pastore,65,39
93.6,31.1,Left Foot,Normal,0,0,0,0.033653416,Paris Saint-Germain,Ángel Fabián Di María Hernández,71,26
103.0,53.6,Left Foot,Half Volley,0,1,0,0.025662007,Paris Saint-Germain,Ángel Fabián Di María Hernández,75,3
110.1,56.0,Left Foot,Normal,1,0,0,0.039500028,Paris Saint-Germain,Zlatan Ibrahimović,75,50
116.2,44.1,Left Foot,Normal,1,1,1,0.58442515,Paris Saint-Germain,Ángel Fabián Di María Hernández,75,52
116.6,30.5,Left Foot,Normal,0,1,0,0.16451111,Paris Saint-Germain,Maxwell Scherrer Cabelino Andrade,77,55
109.5,27.9,Right Foot,Normal,1,0,1,0.070202686,Paris Saint-Germain,Zlatan Ibrahimović,82,46
108.1,40.1,Right Foot,Normal,0,0,0,0.7835,Paris Saint-Germain,Zlatan Ibrahimović,86,3
112.8,27.8,Left Foot,Normal,0,1,0,0.13866714,Paris Saint-Germain,Edinson Roberto Cavani Gómez,86,5
109.5,39.7,Head,Normal,1,0,0,0.054878768,Paris Saint-Germain,Layvin Kurzawa,5,4
99.4,54.7,Right Foot,Half Volley,1,0,0,0.021769846,Paris Saint-Germain,Marco Verratti,7,5
115.9,28.7,Right Foot,Lob,1,0,0,0.096047476,Paris Saint-Germain,Ezequiel Iván Lavezzi,17,40
99.7,38.0,Left Foot,Normal,1,0,0,0.050751276,Paris Saint-Germain,Javier Matías Pastore,37,48
111.5,36.4,Head,Normal,1,0,0,0.09300613,Paris Saint-Germain,Zlatan Ibrahimović,42,42
104.8,26.4,Left Foot,Half Volley,0,1,0,0.06177168,Paris Saint-Germain,Zlatan Ibrahimović,46,32
97.0,43.6,Left Foot,Normal,0,0,0,0.0476394,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,48,4
106.3,27.0,Left Foot,Normal,0,0,0,0.057122637,Paris Saint-Germain,Ezequiel Iván Lavezzi,50,3
107.2,37.4,Head,Normal,0,0,0,0.025977578,Paris Saint-Germain,Marcos Aoás Corrêa,58,38
114.0,32.4,Right Foot,Half Volley,1,0,0,0.12681621,Paris Saint-Germain,Zlatan Ibrahimović,58,40
91.0,36.6,Right Foot,Normal,1,0,0,0.03742424,Paris Saint-Germain,Marco Verratti,61,4
109.7,36.1,Head,Normal,1,0,0,0.37723467,Paris Saint-Germain,Zlatan Ibrahimović,61,6
104.8,26.2,Left Foot,Normal,1,0,0,0.023674373,Paris Saint-Germain,Zlatan Ibrahimović,63,52
93.2,27.0,Right Foot,Normal,1,0,0,0.014191899,Paris Saint-Germain,Zlatan Ibrahimović,69,57
101.9,49.6,Right Foot,Volley,1,1,0,0.029679283,Paris Saint-Germain,Javier Matías Pastore,75,58
109.8,37.5,Right Foot,Volley,0,1,1,0.16450883,Paris Saint-Germain,Edinson Roberto Cavani Gómez,83,15
109.6,38.9,Head,Normal,0,0,0,0.057340596,Paris Saint-Germain,Thiago Emiliano da Silva,88,41
102.3,56.4,Left Foot,Normal,0,0,0,0.026169293,Paris Saint-Germain,Ángel Fabián Di María Hernández,4,4
101.7,57.0,Left Foot,Normal,0,0,0,0.036685836,Paris Saint-Germain,Serge Aurier,12,5
92.6,41.4,Left Foot,Normal,0,1,0,0.028459564,Paris Saint-Germain,Ángel Fabián Di María Hernández,22,15
91.6,43.0,Left Foot,Normal,0,0,0,0.030788377,Paris Saint-Germain,Ángel Fabián Di María Hernández,23,56
105.7,44.7,Right Foot,Half Volley,0,0,1,0.1874581,Paris Saint-Germain,Edinson Roberto Cavani Gómez,26,12
98.5,25.5,Right Foot,Normal,0,0,1,0.049293023,Paris Saint-Germain,Edinson Roberto Cavani Gómez,33,34
113.8,35.1,Left Foot,Half Volley,0,0,0,0.14737606,Paris Saint-Germain,Edinson Roberto Cavani Gómez,37,39
116.8,48.9,Head,Normal,1,0,0,0.084021986,Paris Saint-Germain,Thiago Motta,38,6
103.2,55.4,Right Foot,Normal,0,0,0,0.017162386,Paris Saint-Germain,Serge Aurier,40,43
108.8,33.4,Left Foot,Normal,0,0,0,0.4427464,Paris Saint-Germain,Ángel Fabián Di María Hernández,41,16
95.8,39.3,Right Foot,Volley,0,1,0,0.026570177,Paris Saint-Germain,Blaise Matuidi,49,56
93.3,35.1,Left Foot,Normal,1,0,0,0.025839143,Paris Saint-Germain,Ángel Fabián Di María Hernández,54,15
112.8,54.5,Left Foot,Normal,0,0,0,0.037821755,Paris Saint-Germain,Ángel Fabián Di María Hernández,63,30
112.1,34.7,Head,Normal,1,0,0,0.060411923,Paris Saint-Germain,Thiago Emiliano da Silva,75,11
94.8,41.4,Left Foot,Normal,1,0,0,0.057879854,Paris Saint-Germain,Ezequiel Iván Lavezzi,82,4
91.8,27.0,Left Foot,Normal,0,0,0,0.019350378,Paris Saint-Germain,Ángel Fabián Di María Hernández,86,29
95.6,37.0,Left Foot,Normal,1,1,0,0.03339956,Paris Saint-Germain,Ángel Fabián Di María Hernández,87,3
106.8,47.3,Left Foot,Half Volley,1,0,0,0.0828597,Paris Saint-Germain,Edinson Roberto Cavani Gómez,87,35
102.2,48.3,Right Foot,Half Volley,0,1,0,0.06470989,Paris Saint-Germain,Serge Aurier,90,0
104.9,32.5,Right Foot,Normal,1,0,0,0.09260755,Paris Saint-Germain,Zlatan Ibrahimović,5,59
104.5,41.1,Right Foot,Volley,1,0,0,0.15827887,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,15,49
109.3,47.7,Head,Normal,0,0,0,0.04902454,Paris Saint-Germain,Edinson Roberto Cavani Gómez,22,1
101.9,40.4,Right Foot,Normal,0,1,0,0.08464395,Paris Saint-Germain,Maxwell Scherrer Cabelino Andrade,24,50
106.4,33.0,Right Foot,Normal,0,1,0,0.19379252,Paris Saint-Germain,Edinson Roberto Cavani Gómez,24,51
101.3,25.0,Right Foot,Lob,0,1,0,0.09089261,Paris Saint-Germain,Zlatan Ibrahimović,28,26
92.8,53.3,Right Foot,Normal,1,0,0,0.025015041,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,32,0
114.3,36.0,Head,Normal,1,0,0,0.1706786,Paris Saint-Germain,Thiago Emiliano da Silva,41,22
107.1,36.4,Left Foot,Half Volley,0,1,0,0.102923654,Paris Saint-Germain,Edinson Roberto Cavani Gómez,44,17
107.6,23.7,Left Foot,Normal,1,1,0,0.014475738,Paris Saint-Germain,Edinson Roberto Cavani Gómez,45,45
113.8,47.9,Head,Normal,1,0,0,0.087753505,Paris Saint-Germain,Zlatan Ibrahimović,45,50
112.4,35.6,Head,Normal,0,0,1,0.12936,Paris Saint-Germain,Edinson Roberto Cavani Gómez,56,37
103.2,35.1,Right Foot,Normal,0,0,0,0.14255807,Paris Saint-Germain,Blaise Matuidi,58,57
109.2,34.8,Head,Diving Header,0,0,0,0.14037156,Paris Saint-Germain,Edinson Roberto Cavani Gómez,66,32
107.6,29.9,Right Foot,Normal,0,1,1,0.25338832,Paris Saint-Germain,Edinson Roberto Cavani Gómez,72,16
110.5,51.0,Right Foot,Normal,1,0,0,0.18573579,Paris Saint-Germain,Serge Aurier,78,28
103.5,43.3,Right Foot,Half Volley,1,1,1,0.11113,Paris Saint-Germain,Ezequiel Iván Lavezzi,82,26
107.0,60.3,Left Foot,Normal,0,0,0,0.010121631,Paris Saint-Germain,Ángel Fabián Di María Hernández,85,35
98.6,22.2,Right Foot,Normal,0,0,0,0.012521728,Paris Saint-Germain,Ezequiel Iván Lavezzi,90,47
106.1,40.6,Right Foot,Normal,1,1,0,0.06835877,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,1,43
109.5,45.4,Right Foot,Normal,1,1,0,0.075875126,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,1,44
92.7,37.8,Right Foot,Normal,0,0,0,0.031214107,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,7,16
105.6,26.3,Left Foot,Normal,0,0,1,0.060586702,Paris Saint-Germain,Blaise Matuidi,10,4
112.5,43.2,Head,Normal,0,0,1,0.10402518,Paris Saint-Germain,Thiago Emiliano da Silva,20,22
110.9,39.4,Head,Normal,1,0,0,0.07463917,Paris Saint-Germain,Jean-Kévin Augustin,31,2
89.4,46.7,Left Foot,Normal,0,1,0,0.019025786,Paris Saint-Germain,Thiago Motta,32,30
85.2,35.3,Right Foot,Normal,0,0,0,0.018397901,Paris Saint-Germain,David Luiz Moreira Marinho,39,19
107.2,42.7,Head,Normal,0,0,0,0.046382833,Paris Saint-Germain,Edinson Roberto Cavani Gómez,62,23
113.0,53.1,Right Foot,Half Volley,1,1,0,0.055830646,Paris Saint-Germain,Jean-Kévin Augustin,64,6
107.1,33.3,Head,Normal,0,0,0,0.045926023,Paris Saint-Germain,Edinson Roberto Cavani Gómez,68,5
110.9,40.3,Head,Normal,0,0,0,0.07103236,Paris Saint-Germain,David Luiz Moreira Marinho,69,37
107.1,42.6,Right Foot,Volley,1,1,0,0.06256308,Paris Saint-Germain,Thiago Emiliano da Silva,70,12
110.9,37.9,Head,Diving Header,0,0,0,0.2237682,Paris Saint-Germain,Serge Aurier,79,28
113.8,36.4,Head,Normal,1,0,0,0.11782034,Paris Saint-Germain,David Luiz Moreira Marinho,84,22
107.5,39.5,Head,Normal,0,0,0,0.080673136,Paris Saint-Germain,Edinson Roberto Cavani Gómez,84,37
98.1,43.2,Right Foot,Normal,0,0,0,0.046555348,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,85,12
99.5,52.5,Right Foot,Normal,1,0,0,0.056025844,Paris Saint-Germain,Javier Matías Pastore,92,38
