x,y,shot_body_part,shot_technique,under_pressure,shot_first_time,goal,shot_statsbomb_xg,team,player,minute,second
81.0,34.6,Right Foot,Normal,0,0,0,0.007427754,Paris Saint-Germain,Zlatan Ibrahimović,29,42
103.5,29.6,Left Foot,Normal,1,1,0,0.07347534,Paris Saint-Germain,Zlatan Ibrahimović,34,52
115.2,34.4,Head,Normal,1,0,0,0.13934448,Paris Saint-Germain,Thiago Motta,49,13
93.2,46.3,Right Foot,Normal,1,0,0,0.04454752,Paris Saint-Germain,Zlatan Ibrahimović,51,0
112.4,36.8,Head,Normal,0,0,0,0.08838982,Paris Saint-Germain,Zlatan Ibrahimović,54,35
103.0,33.4,Right Foot,Normal,0,1,0,0.09025807,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,63,45
110.9,42.6,Head,Normal,1,0,0,0.060043387,Paris Saint-Germain,David Luiz Moreira Marinho,72,42
115.7,34.5,Head,Normal,0,0,1,0.211379,Paris Saint-Germain,Zlatan Ibrahimović,72,43
104.7,28.4,Right Foot,Normal,0,0,0,0.04661663,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,83,54
86.7,20.2,Right Foot,Normal,0,0,0,0.0070760464,Paris Saint-Germain,Zlatan Ibrahimović,91,43
118.0,35.3,Head,Normal,0,0,0,0.2306968,Paris Saint-Germain,Thiago Emiliano da Silva,28,54
118.9,42.3,Left Foot,Half Volley,0,0,1,0.9368823,Paris Saint-Germain,Thiago Motta,28,55
80.4,34.8,Right Foot,Normal,0,0,0,0.0076736775,Paris Saint-Germain,Zlatan Ibrahimović,31,5
107.3,31.3,Right Foot,Half Volley,0,1,0,0.0498096,Paris Saint-Germain,Maxwell Scherrer Cabelino Andrade,31,17
109.9,36.8,Head,Normal,0,0,0,0.09158447,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,33,5
114.4,25.9,Left Foot,Volley,0,1,1,0.020228563,Paris Saint-Germain,Maxwell Scherrer Cabelino Andrade,38,9
106.1,38.4,Right Foot,Normal,0,0,0,0.17445329,Paris Saint-Germain,Zlatan Ibrahimović,57,4
102.6,54.2,Right Foot,Normal,0,0,0,0.015012047,Paris Saint-Germain,Serge Aurier,61,26
104.1,45.9,Right Foot,Half Volley,0,0,0,0.061152425,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,72,26
98.4,42.4,Right Foot,Normal,0,0,0,0.052003752,Paris Saint-Germain,Javier Matías Pastore,74,30
104.4,51.1,Right Foot,Normal,0,1,0,0.047373164,Paris Saint-Germain,Javier Matías Pastore,75,42
109.5,40.6,Head,Normal,0,0,0,0.06923544,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,81,24
91.0,34.4,Left Foot,Normal,0,0,0,0.023670115,Paris Saint-Germain,Ángel Fabián Di María Hernández,88,44
101.0,49.4,Right Foot,Half Volley,0,1,0,0.14360552,Paris Saint-Germain,Zlatan Ibrahimović,12,14
107.9,38.9,Head,Normal,0,0,0,0.07209094,Paris Saint-Germain,Serge Aurier,19,24
112.9,49.2,Right Foot,Half Volley,0,0,0,0.21300957,Paris Saint-Germain,Zlatan Ibrahimović,19,26
116.9,42.1,Left Foot,Normal,0,1,1,0.85981816,Paris Saint-Germain,Edinson Roberto Cavani Gómez,34,31
108.1,40.1,Right Foot,Normal,0,0,1,0.7835,Paris Saint-Germain,Zlatan Ibrahimović,43,53
113.8,34.2,Left Foot,Half Volley,0,1,0,0.09312939,Paris Saint-Germain,Zlatan Ibrahimović,45,22
113.8,37.1,Head,Normal,0,0,0,0.26344922,Paris Saint-Germain,Benjamin Stambouli,45,25
112.3,46.1,Head,Normal,0,0,0,0.115978464,Paris Saint-Germain,Zlatan Ibrahimović,50,13
105.0,34.1,Left Foot,Volley,0,1,0,0.084007256,Paris Saint-Germain,Ángel Fabián Di María Hernández,52,56
113.0,39.0,Head,Normal,0,0,0,0.15706013,Paris Saint-Germain,Thiago Motta,53,29
103.2,43.5,Left Foot,Normal,0,0,0,0.06654184,Paris Saint-Germain,Ángel Fabián Di María Hernández,60,30
113.8,53.7,Right Foot,Normal,0,1,1,0.085491404,Paris Saint-Germain,Zlatan Ibrahimović,60,46
107.4,35.8,Left Foot,Half Volley,0,0,0,0.1621519,Paris Saint-Germain,Adrien Rabiot,74,39
109.4,26.5,Left Foot,Half Volley,0,1,0,0.05169499,Paris Saint-Germain,Ángel Fabián Di María Hernández,78,17
92.4,38.0,Left Foot,Half Volley,0,0,0,0.022960303,Paris Saint-Germain,Layvin Kurzawa,91,52
102.1,53.4,Right Foot,Volley,0,1,0,0.034545027,Paris Saint-Germain,Edinson Roberto Cavani Gómez,92,6
105.8,38.7,Left Foot,Volley,1,1,0,0.071454756,Paris Saint-Germain,Ángel Fabián Di María Hernández,4,34
114.4,49.1,Head,Normal,1,0,0,0.06496587,Paris Saint-Germain,Edinson Roberto Cavani Gómez,5,4
108.0,54.1,Right Foot,Normal,1,0,0,0.08528275,Paris Saint-Germain,Serge Aurier,12,55
106.3,47.6,Left Foot,Normal,1,0,0,0.08116378,Paris Saint-Germain,Ángel Fabián Di María Hernández,32,26
105.6,28.1,Right Foot,Half Volley,1,1,0,0.043724902,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,32,28
106.0,45.3,Right Foot,Volley,0,1,0,0.099566214,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,50,0
102.5,47.1,Left Foot,Volley,0,1,0,0.058951605,Paris Saint-Germain,Ezequiel Iván Lavezzi,73,47
107.9,26.0,Left Foot,Normal,1,0,0,0.07204306,Paris Saint-Germain,Maxwell Scherrer Cabelino Andrade,76,50
103.4,28.7,Right Foot,Normal,0,1,0,0.072740085,Paris Saint-Germain,Edinson Roberto Cavani Gómez,80,8
95.3,45.2,Right Foot,Normal,0,0,0,0.07055698,Paris Saint-Germain,Zlatan Ibrahimović,83,57
98.0,39.2,Right Foot,Normal,0,1,0,0.06500695,Paris Saint-Germain,Adrien Rabiot,83,59
116.7,29.5,Right Foot,Backheel,0,1,0,0.026879793,Paris Saint-Germain,Edinson Roberto Cavani Gómez,84,16
108.4,35.8,Head,Normal,0,0,0,0.09092448,Paris Saint-Germain,Edinson Roberto Cavani Gómez,2,44
115.4,35.6,Head,Normal,1,0,0,0.2358587,Paris Saint-Germain,Edinson Roberto Cavani Gómez,3,6
113.3,40.5,Head,Normal,1,0,0,0.11078654,Paris Saint-Germain,Thiago Emiliano da Silva,18,10
115.7,38.1,Left Foot,Volley,1,1,0,0.6126438,Paris Saint-Germain,Thiago Emiliano da Silva,18,19
107.3,48.9,Left Foot,Volley,0,1,1,0.17343673,Paris Saint-Germain,Edinson Roberto Cavani Gómez,19,24
92.8,26.2,Left Foot,Normal,0,0,0,0.022345392,Paris Saint-Germain,Adrien Rabiot,33,34
109.9,53.8,Right Foot,Normal,0,0,0,0.062408328,Paris Saint-Germain,Zlatan Ibrahimović,42,7
108.5,27.5,Left Foot,Normal,1,0,0,0.13415334,Paris Saint-Germain,Edinson Roberto Cavani Gómez,44,55
110.5,42.6,Head,Normal,0,0,0,0.057607066,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,45,31
101.4,35.3,Right Foot,Normal,1,0,0,0.11294714,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,52,35
111.6,37.4,Right Foot,Volley,1,1,0,0.11643985,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,53,26
105.5,46.4,Left Foot,Normal,1,0,0,0.22487636,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,55,22
108.0,40.0,Right Foot,Normal,0,0,1,0.7835,Paris Saint-Germain,Zlatan Ibrahimović,57,20
103.8,18.8,Right Foot,Normal,1,0,0,0.009879631,Paris Saint-Germain,Edinson Roberto Cavani Gómez,60,21
96.1,27.2,Left Foot,Half Volley,0,0,1,0.017560283,Paris Saint-Germain,Layvin Kurzawa,66,45
109.0,30.0,Left Foot,Normal,1,1,0,0.085943066,Paris Saint-Germain,Zlatan Ibrahimović,72,3
101.9,47.3,Left Foot,Normal,1,0,0,0.057919633,Paris Saint-Germain,Ángel Fabián Di María Hernández,76,11
110.8,32.9,Left Foot,Normal,1,0,0,0.42195505,Paris Saint-Germain,Layvin Kurzawa,77,49
112.2,32.6,Head,Normal,0,0,0,0.05081537,Paris Saint-Germain,Edinson Roberto Cavani Gómez,78,22
91.0,29.4,Right Foot,Normal,0,0,0,0.03834972,Paris Saint-Germain,Zlatan Ibrahimović,81,34
93.8,45.6,Right Foot,Normal,0,0,1,0.033070795,Paris Saint-Germain,Jean-Kévin Augustin,83,18
103.7,37.6,Right Foot,Normal,1,1,0,0.15074049,Paris Saint-Germain,Zlatan Ibrahimović,11,19
93.2,32.6,Right Foot,Normal,0,0,0,0.05884273,Paris Saint-Germain,Zlatan Ibrahimović,21,44
115.9,37.9,Right Foot,Volley,0,1,1,0.48136625,Paris Saint-Germain,Hervin Scicchitano Ongenda,25,11
113.5,37.8,Left Foot,Normal,1,1,1,0.47202614,Paris Saint-Germain,Blaise Matuidi,31,45
107.3,28.9,Left Foot,Normal,0,0,0,0.05419725,Paris Saint-Germain,Zlatan Ibrahimović,35,51
87.4,42.8,Left Foot,Half Volley,0,1,0,0.013872718,Paris Saint-Germain,Adrien Rabiot,69,20
101.3,61.3,Right Foot,Normal,0,0,0,0.009325295,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,69,46
103.0,31.7,Right Foot,Normal,0,0,0,0.16140136,Paris Saint-Germain,Zlatan Ibrahimović,85,37
92.6,30.8,Right Foot,Normal,0,0,0,0.048344146,Paris Saint-Germain,David Luiz Moreira Marinho,5,55
95.8,38.9,Left Foot,Normal,0,0,0,0.050221086,Paris Saint-Germain,Adrien Rabiot,13,53
88.6,39.1,Left Foot,Half Volley,0,0,0,0.017964317,Paris Saint-Germain,Edinson Roberto Cavani Gómez,21,22
103.7,41.8,Left Foot,Half Volley,0,1,0,0.0664733,Paris Saint-Germain,Ezequiel Iván Lavezzi,37,48
96.2,50.8,Left Foot,Normal,1,0,0,0.035350844,Paris Saint-Germain,Edinson Roberto Cavani Gómez,50,56
110.8,45.0,Head,Normal,1,0,0,0.06712011,Paris Saint-Germain,Edinson Roberto Cavani Gómez,56,35
111.9,28.9,Left Foot,Normal,1,1,1,0.101204574,Paris Saint-Germain,Blaise Matuidi,60,0
108.4,59.6,Right Foot,Normal,1,0,0,0.008910541,Paris Saint-Germain,Serge Aurier,61,52
108.6,48.4,Right Foot,Normal,0,0,0,0.37049308,Paris Saint-Germain,Jean-Kévin Augustin,79,43
103.1,33.1,Right Foot,Normal,0,0,0,0.37814203,Paris Saint-Germain,Jean-Kévin Augustin,8,47
89.7,47.0,Left Foot,Half Volley,0,1,0,0.06733867,Paris Saint-Germain,Ángel Fabián Di María Hernández,36,39
91.6,31.8,Right Foot,Normal,1,0,0,0.025998622,Paris Saint-Germain,Javier Matías Pastore,38,48
117.7,33.9,Head,Normal,0,0,0,0.096845984,Paris Saint-Germain,Layvin Kurzawa,40,9
93.9,41.6,Left Foot,Normal,0,1,0,0.046372976,Paris Saint-Germain,Ángel Fabián Di María Hernández,49,2
106.5,45.4,Left Foot,Normal,0,0,0,0.24014987,Paris Saint-Germain,Edinson Roberto Cavani Gómez,55,50
95.5,43.4,Right Foot,Normal,0,0,0,0.060119405,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,64,27
90.2,44.5,Left Foot,Normal,0,0,0,0.024191912,Paris Saint-Germain,Benjamin Stambouli,66,38
111.5,30.9,Left Foot,Normal,0,0,0,0.35431263,Paris Saint-Germain,Edinson Roberto Cavani Gómez,86,5
112.3,32.4,Right Foot,Overhead Kick,0,1,0,0.09504734,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,86,7
112.6,35.3,Head,Normal,0,0,0,0.102163844,Paris Saint-Germain,Marcos Aoás Corrêa,89,38
95.5,35.7,Right Foot,Normal,0,1,0,0.052548457,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,94,16
115.2,43.4,Right Foot,Half Volley,0,1,1,0.40923873,Paris Saint-Germain,Zlatan Ibrahimović,1,56
94.5,44.3,Right Foot,Normal,0,0,0,0.038275834,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,8,18
111.9,28.7,Left Foot,Normal,0,0,0,0.21959808,Paris Saint-Germain,Ángel Fabián Di María Hernández,10,1
109.8,40.3,Head,Normal,1,0,0,0.065355055,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,14,59
111.2,27.9,Left Foot,Normal,0,0,0,0.13192418,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,31,37
96.8,32.6,Right Foot,Volley,0,0,0,0.03492247,Paris Saint-Germain,Ángel Fabián Di María Hernández,40,56
85.0,48.5,Left Foot,Normal,0,0,0,0.006808753,Paris Saint-Germain,Thiago Motta,54,9
92.4,33.7,Left Foot,Normal,0,0,0,0.04758824,Paris Saint-Germain,Ángel Fabián Di María Hernández,58,55
112.6,46.0,Right Foot,Half Volley,0,1,0,0.23472151,Paris Saint-Germain,Zlatan Ibrahimović,59,59
105.0,44.9,Left Foot,Normal,0,0,1,0.11668708,Paris Saint-Germain,Ángel Fabián Di María Hernández,70,32
113.6,25.3,Left Foot,Normal,0,1,0,0.022993432,Paris Saint-Germain,Maxwell Scherrer Cabelino Andrade,84,49
109.0,38.8,Head,Normal,1,0,0,0.04475906,Paris Saint-Germain,Marcos Aoás Corrêa,2,56
114.8,50.0,Right Foot,Normal,0,0,1,0.42004138,Paris Saint-Germain,Edinson Roberto Cavani Gómez,5,17
83.5,49.1,Right Foot,Normal,0,0,0,0.0072591202,Paris Saint-Germain,Zlatan Ibrahimović,8,55
109.0,54.4,Right Foot,Normal,0,0,0,0.09149981,Paris Saint-Germain,Serge Aurier,17,33
106.0,52.3,Left Foot,Volley,0,1,0,0.038918637,Paris Saint-Germain,Serge Aurier,17,36
104.7,30.1,Right Foot,Normal,0,0,0,0.13825087,Paris Saint-Germain,Jean-Kévin Augustin,23,14
95.1,24.9,Right Foot,Normal,0,0,0,0.041086175,Paris Saint-Germain,Zlatan Ibrahimović,25,10
101.8,38.5,Right Foot,Lob,1,0,0,0.37909007,Paris Saint-Germain,Edinson Roberto Cavani Gómez,53,17
114.3,39.2,Right Foot,Half Volley,1,1,1,0.4225615,Paris Saint-Germain,Zlatan Ibrahimović,54,14
104.1,26.5,Left Foot,Volley,0,1,1,0.040445466,Paris Saint-Germain,Layvin Kurzawa,68,44
99.6,20.3,Left Foot,Lob,1,0,0,0.010854606,Paris Saint-Germain,Ángel Fabián Di María Hernández,72,21
107.9,32.5,Left Foot,Backheel,0,1,0,0.26027814,Paris Saint-Germain,Ángel Fabián Di María Hernández,85,49
97.2,32.4,Left Foot,Normal,0,1,0,0.043340206,Paris Saint-Germain,Benjamin Stambouli,88,24
97.0,40.0,Right Foot,Normal,0,0,0,0.059649926,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,90,5
100.9,47.8,Left Foot,Normal,0,0,0,0.036604814,Paris Saint-Germain,Ángel Fabián Di María Hernández,90,19
118.6,31.9,Left Foot,Normal,0,0,0,0.03301712,Paris Saint-Germain,Blaise Matuidi,90,33
105.1,26.2,Left Foot,Volley,0,1,0,0.03004826,Paris Saint-Germain,Ángel Fabián Di María Hernández,14,1
104.7,39.9,Left Foot,Normal,0,0,1,0.12581249,Paris Saint-Germain,Ángel Fabián Di María Hernández,15,57
107.4,39.1,Right Foot,Half Volley,0,1,0,0.17405199,Paris Saint-Germain,Thiago Motta,18,44
103.2,32.3,Right Foot,Normal,1,0,0,0.077184804,Paris Saint-Germain,Zlatan Ibrahimović,21,52
116.4,48.7,Right Foot,Half Volley,0,1,0,0.17688367,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,21,54
113.7,38.3,Right Foot,Volley,1,1,0,0.40751082,Paris Saint-Germain,Zlatan Ibrahimović,21,56
115.4,38.2,Right Foot,Overhead Kick,1,1,0,0.3183872,Paris Saint-Germain,Zlatan Ibrahimović,21,58
115.9,31.1,Head,Normal,0,0,0,0.054926645,Paris Saint-Germain,Thiago Emiliano da Silva,25,15
93.5,37.2,Left Foot,Normal,0,0,0,0.033391494,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,31,12
97.6,54.1,Right Foot,Half Volley,0,1,0,0.020946974,Paris Saint-Germain,Serge Aurier,31,14
94.5,38.6,Right Foot,Half Volley,0,1,1,0.031670984,Paris Saint-Germain,Zlatan Ibrahimović,35,6
110.6,34.1,Head,Normal,1,0,0,0.07816297,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,44,25
113.5,44.7,Left Foot,Lob,0,1,1,0.18465468,Paris Saint-Germain,Ángel Fabián Di María Hernández,49,30
105.3,40.7,Right Foot,Half Volley,1,0,0,0.053359017,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,52,59
113.2,37.3,Head,Normal,0,0,0,0.23062281,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,55,23
97.4,33.9,Right Foot,Normal,0,0,0,0.07789042,Paris Saint-Germain,Zlatan Ibrahimović,62,21
102.1,46.5,Right Foot,Half Volley,0,1,0,0.15214436,Paris Saint-Germain,Ezequiel Iván Lavezzi,75,37
106.8,35.2,Right Foot,Normal,1,0,0,0.13269903,Paris Saint-Germain,Ezequiel Iván Lavezzi,80,3
105.4,34.5,Right Foot,Half Volley,1,0,0,0.22851779,Paris Saint-Germain,Zlatan Ibrahimović,3,21
111.7,49.5,Right Foot,Half Volley,0,1,1,0.19156037,Paris Saint-Germain,Zlatan Ibrahimović,10,38
115.6,39.1,Head,Normal,0,0,1,0.423238,Paris Saint-Germain,Serge Aurier,16,12
109.3,27.9,Right Foot,Normal,1,0,0,0.15802227,Paris Saint-Germain,Edinson Roberto Cavani Gómez,20,41
101.7,29.1,Left Foot,Normal,1,0,0,0.10060252,Paris Saint-Germain,Ángel Fabián Di María Hernández,46,45
116.1,42.6,Head,Normal,0,0,0,0.20592834,Paris Saint-Germain,David Luiz Moreira Marinho,54,59
113.5,34.7,Left Foot,Half Volley,0,1,1,0.24778873,Paris Saint-Germain,Edinson Roberto Cavani Gómez,60,36
87.5,47.3,Right Foot,Normal,0,0,0,0.02712808,Paris Saint-Germain,David Luiz Moreira Marinho,73,20
108.0,40.0,Right Foot,Normal,0,0,1,0.7835,Paris Saint-Germain,Zlatan Ibrahimović,76,42
97.6,48.7,Right Foot,Normal,1,1,0,0.05632153,Paris Saint-Germain,Edinson Roberto Cavani Gómez,85,3
104.9,50.5,Right Foot,Normal,1,0,1,0.26904482,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,90,29
81.2,49.5,Left Foot,Normal,0,0,1,0.008475669,Paris Saint-Germain,Ángel Fabián Di María Hernández,5,43
94.7,51.1,Right Foot,Normal,1,0,0,0.026732286,Paris Saint-Germain,Gregory van der Wiel,8,44
104.6,50.9,Left Foot,Normal,1,1,0,0.06990604,Paris Saint-Germain,Ángel Fabián Di María Hernández,10,1
115.8,36.7,Head,Normal,0,0,1,0.57664716,Paris Saint-Germain,Zlatan Ibrahimović,17,13
103.6,24.7,Left Foot,Normal,0,1,0,0.04341521,Paris Saint-Germain,Layvin Kurzawa,21,44
115.1,26.2,Right Foot,Half Volley,0,0,0,0.024483314,Paris Saint-Germain,Zlatan Ibrahimović,23,54
108.7,41.4,Head,Normal,1,0,0,0.053679626,Paris Saint-Germain,Zlatan Ibrahimović,27,21
101.1,46.3,Left Foot,Half Volley,0,0,0,0.063927345,Paris Saint-Germain,Ángel Fabián Di María Hernández,31,28
102.0,26.5,Right Foot,Normal,0,0,0,0.04832297,Paris Saint-Germain,Edinson Roberto Cavani Gómez,49,45
108.1,27.0,Left Foot,Normal,0,0,0,0.110255376,Paris Saint-Germain,Edinson Roberto Cavani Gómez,57,30
108.9,45.0,Head,Normal,1,0,0,0.04404396,Paris Saint-Germain,Zlatan Ibrahimović,61,17
114.7,32.4,Head,Normal,0,0,1,0.08218838,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,65,53
98.0,53.5,Right Foot,Normal,0,0,0,0.042511374,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,73,56
107.8,35.3,Right Foot,Half Volley,0,1,1,0.14887568,Paris Saint-Germain,Zlatan Ibrahimović,73,57
108.6,32.9,Right Foot,Half Volley,0,0,1,0.36713967,Paris Saint-Germain,Ezequiel Iván Lavezzi,77,25
90.8,35.5,Right Foot,Normal,0,0,0,0.04249598,Paris Saint-Germain,Ezequiel Iván Lavezzi,2,46
89.5,41.8,Left Foot,Normal,0,0,0,0.019769037,Paris Saint-Germain,Maxwell Scherrer Cabelino Andrade,9,39
101.6,31.8,Right Foot,Normal,1,0,0,0.03064459,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,10,34
112.8,25.5,Left Foot,Normal,0,0,0,0.047583345,Paris Saint-Germain,Ezequiel Iván Lavezzi,16,51
87.8,26.5,Left Foot,Normal,1,0,0,0.0071094735,Paris Saint-Germain,Adrien Rabiot,19,41
91.7,58.9,Left Foot,Normal,0,0,0,0.00835587,Paris Saint-Germain,Ángel Fabián Di María Hernández,36,17
111.8,27.1,Left Foot,Normal,1,0,0,0.0742182,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,42,24
113.1,36.2,Head,Normal,0,0,0,0.16523466,Paris Saint-Germain,Serge Aurier,42,56
100.9,32.4,Left Foot,Half Volley,1,1,0,0.056033928,Paris Saint-Germain,Ángel Fabián Di María Hernández,55,16
108.1,35.1,Left Foot,Backheel,0,1,0,0.08956666,Paris Saint-Germain,Ángel Fabián Di María Hernández,57,21
96.1,23.7,Right Foot,Normal,0,0,0,0.024924263,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,61,39
104.2,33.8,Left Foot,Volley,1,1,1,0.07923591,Paris Saint-Germain,Ángel Fabián Di María Hernández,74,42
91.6,49.9,Left Foot,Normal,1,0,0,0.026581995,Paris Saint-Germain,Ángel Fabián Di María Hernández,78,8
104.0,46.5,Right Foot,Normal,0,1,0,0.07370942,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,1,38
111.5,47.7,Head,Normal,1,0,0,0.04916204,Paris Saint-Germain,Adrien Rabiot,14,24
111.2,26.4,Right Foot,Normal,0,0,0,0.06364755,Paris Saint-Germain,Javier Matías Pastore,16,36
109.2,49.4,Right Foot,Normal,0,0,1,0.9640861,Paris Saint-Germain,Lucas Rodrigues Moura da Silva,56,40
96.1,34.1,Right Foot,Normal,0,0,0,0.07618376,Paris Saint-Germain,Edinson Roberto Cavani Gómez,89,16
104.9,41.9,Right Foot,Normal,0,1,0,0.18843307,Paris Saint-Germain,Edinson Roberto Cavani Gómez,93,17
83.1,46.1,Right Foot,Normal,0,0,0,0.006788716,Paris Saint-Germain,Zlatan Ibrahimović,12,37
83.8,48.5,Right Foot,Normal,1,0,0,0.0067304666,Paris Saint-Germain,Javier Matías Pastore,19,30
108.3,42.7,Head,Diving Header,0,0,0,0.1167561,Paris Saint-Germain,Javier Matías Pastore,20,44
90.5,29.9,Right Foot,Normal,0,1,0,0.022452904,Paris Saint-Germain,Zlatan Ibrahimović,35,25
118.8,45.6,Right Foot,Volley,0,1,0,0.16135186,Paris Saint-Germain,Zlatan Ibrahimović,39,58
108.3,44.7,Right Foot,Volley,0,1,0,0.14021301,Paris Saint-Germain,Edinson Roberto Cavani Gómez,46,51
113.9,33.4,Head,Normal,1,0,0,0.09774693,Paris Saint-Germain,Zlatan Ibrahimović,55,48
102.3,28.4,Right Foot,Volley,0,1,0,0.042774208,Paris Saint-Germain,Edinson Roberto Cavani Gómez,59,27
108.7,41.9,Head,Normal,0,0,0,0.039134357,Paris Saint-Germain,Adrien Rabiot,62,53
112.6,47.5,Right Foot,Normal,1,1,1,0.34961104,Paris Saint-Germain,Zlatan Ibrahimović,71,24
110.8,43.7,Right Foot,Normal,0,1,1,0.4084296,Paris Saint-Germain,Zlatan Ibrahimović,82,13
100.3,44.3,Right Foot,Half Volley,0,1,0,0.063683204,Paris Saint-Germain,Edinson Roberto Cavani Gómez,88,14
106.6,44.0,Head,Normal,0,0,0,0.06728822,Paris Saint-Germain,Ángel Fabián Di María Hernández,10,11
105.2,57.5,Right Foot,Normal,0,0,0,0.040201165,Paris Saint-Germain,Zlatan Ibrahimović,11,15
106.9,29.8,Right Foot,Normal,0,1,0,0.10075281,Paris Saint-Germain,Zlatan Ibrahimović,18,22
102.8,40.8,Right Foot,Half Volley,0,1,0,0.05089525,Paris Saint-Germain,Zlatan Ibrahimović,22,11
112.6,44.7,Right Foot,Half Volley,0,1,0,0.16949627,Paris Saint-Germain,Zlatan Ibrahimović,22,12
101.6,51.8,Left Foot,Normal,0,0,0,0.08709055,Paris Saint-Germain,Ángel Fabián Di María Hernández,25,9
104.5,52.4,Left Foot,Normal,0,0,0,0.08708111,Paris Saint-Germain,Ángel Fabián Di María Hernández,28,16
108.1,40.1,Right Foot,Normal,0,0,1,0.7835,Paris Saint-Germain,Zlatan Ibrahimović,40,42
108.1,40.1,Right Foot,Normal,0,0,1,0.7835,Paris Saint-Germain,Zlatan Ibrahimović,43,42
113.2,53.8,Right Foot,Normal,0,0,0,0.06250915,Paris Saint-Germain,Serge Aurier,49,25
103.7,48.5,Left Foot,Normal,0,1,0,0.12094896,Paris Saint-Germain,Ángel Fabián Di María Hernández,63,46
107.6,25.6,Left Foot,Half Volley,1,1,0,0.045516007,Paris Saint-Germain,Edinson Roberto Cavani Gómez,65,48
114.8,37.2,Head,Normal,0,0,0,0.22063482,Paris Saint-Germain,Serge Aurier,67,29
93.3,34.6,Left Foot,Normal,0,0,0,0.032252807,Paris Saint-Germain,Blaise Matuidi,69,9
113.2,40.6,Right Foot,Normal,0,1,0,0.5290182,Paris Saint-Germain,Javier Matías Pastore,77,11
103.8,23.3,Left Foot,Half Volley,0,0,0,0.030649405,Paris Saint-Germain,Maxwell Scherrer Cabelino Andrade,77,15
108.6,25.0,Right Foot,Normal,1,0,0,0.02161513,Paris Saint-Germain,Zlatan Ibrahimović,19,42
95.6,44.2,Right Foot,Half Volley,0,1,0,0.03365926,Paris Saint-Germain,Javier Matías Pastore,23,53
104.9,58.9,Left Foot,Normal,0,0,0,0.009470403,Paris Saint-Germain,Ángel Fabián Di María Hernández,24,59
113.2,36.7,Head,Normal,1,0,0,0.1628035,Paris Saint-Germain,Serge Aurier,25,25
111.1,38.0,Right Foot,Normal,0,0,0,0.18324852,Paris Saint-Germain,Serge Aurier,25,27
83.0,46.6,Right Foot,Normal,0,0,0,0.006474244,Paris Saint-Germain,Zlatan Ibrahimović,44,20
108.3,42.0,Left Foot,Volley,1,1,0,0.08393007,Paris Saint-Germain,Ángel Fabián Di María Hernández,47,13
115.0,43.4,Right Foot,Half Volley,0,0,1,0.5237891,Paris Saint-Germain,Zlatan Ibrahimović,47,15
90.4,33.5,Right Foot,Normal,0,0,0,0.0344217,Paris Saint-Germain,Zlatan Ibrahimović,57,32
105.0,26.3,Left Foot,Half Volley,1,1,0,0.051465802,Paris Saint-Germain,Ángel Fabián Di María Hernández,63,42
111.8,44.0,Head,Normal,0,0,0,0.092202984,Paris Saint-Germain,Zlatan Ibrahimović,69,28
113.4,50.6,Head,Normal,0,0,1,0.053787798,Paris Saint-Germain,Edinson Roberto Cavani Gómez,72,20
99.9,35.1,Left Foot,Lob,0,1,1,0.25825605,Paris Saint-Germain,Ángel Fabián Di María Hernández,79,9
102.4,30.6,Right Foot,Normal,0,1,0,0.10629551,Paris Saint-Germain,Ezequiel Iván Lavezzi,87,58
111.2,42.8,Right Foot,Overhead Kick,0,1,1,0.12910184,Paris Saint-Germain,Serge Aurier,89,51
112.7,40.9,Right Foot,Volley,0,1,0,0.19729528,Paris Saint-Germain,Edinson Roberto Cavani Gómez,3,18
